Collection Number,File name,Folder Number,Folder Title,Item Title,Text on Back of Photo,notes,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_003,1015,Theatrical Performances,"Theater arts production, ""Hi Jinks"", on Vermont campus, ca. 1925",Hi Jinks 1925 at UC So. Branch   Mary Margaret Stevenson/Viller UC So Br 1926   Flora Pozzo (Accidental 1926)  Estella Caitharnie Stevenson Kilgaeleri UC SO Branch 1926  Myrtle Holmes Selover UC So Branch 1926,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_004,1015,Theatrical Performances,Actresses dressed in costume for theatrical performance,99 Theatrical performances ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_005,1015,Theatrical Performances,Actress dressed in costume for theatrical performance,99 Theatrical performances ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_006,1015,Theatrical Performances,Actress dressed in costume for theatrical performance,99 Theatrical performances ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_007,1015,Theatrical Performances,Actress dressed in costume for theatrical performance,99 Theatrical performances 98,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_008,1015,Theatrical Performances,Actors in costume for theatrical performance,99 Theatrical Performances,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_009,1015,Theatrical Performances,Actresses dressed in costume for theatrical performance,99 Th Perf,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_010,1015,Theatrical Performances,Actress dressed in costume for theatrical performance,99 Th Perf,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_011,1015,Theatrical Performances,Actors dressed in costume for theatrical performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_012,1015,Theatrical Performances,Actresses dressed in costume for theatrical performance,"Slave girls, Second from left is ____  Th Perf",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_013,1015,Theatrical Performances,Actor dressed in costume for theatrical performance,99 Th perf,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_014,1015,Theatrical Performances,Actress dressed in costume for theatrical performance,99 Th perf,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_015,1015,Theatrical Performances,Actress dressed in costume for theatrical performance,99 Th Perf,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_016,1015,Theatrical Performances,"Actress from ""Children of the Sun"", ca. 1922",A star of Children of the Sun 1922  Slave Girls Miriam Carson second from left,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_017,1015,Theatrical Performances,Actresses dressed in costume for theatrical performance,99 Th perf,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_018,1015,Theatrical Performances,Actors dressed in costume for theatrical performance,99 Th Perf,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_019,1015,Theatrical Performances,"Mary Wigman dancing in theatrical performance, ca. 1930s","Mary Wigman Dancers 1930's Ties   scanned 2008 Jul 10 KA ""Theatrical Performances_MayWigmanDances_600dpi.""   "" "" ""_300jpg""",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_020,1015,Theatrical Performances,Actors dressed in costume for theatrical performance,99 Theatrical Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_021,1015,Theatrical Performances,Actress dressed in costume for theatrical performance,99 Theatrical,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_022,1015,Theatrical Performances,1985 Production of Puccini's La Boheme in Royce Hall by the UCLA Opera Workshop and University Symphony Orchestra,"1985 Production of Puccini's La Boheme in Royce Hall by the UCLA Opera Workshop and University Symphony Orchestra  John Hall, Producer Samuel Krachmalnick, Director Alison Gail Bixby and Archie Sharp, Designers",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_023,1015,Theatrical Performances,Al Freeman and Bille Allen on stage,"6694   Dick Friske Illustrative Photography 1571 Westwood Blvd. Los Angeles 24, Calif. Granite 8-7119  Left to right: Al Freeman Billie Allen This Property is Condemned  CVRA 40% 123/266 duo",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1016_001,1016,Theta Phi Alpha Sorority,View of UCLA Theta Phi Alpha house,UCLA Theta Phi Alpha 1  University Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1017_001,1017,Theta Xi Fraternity,View of UCLA Theta Xi house,UCLA Theta Xi  629 Gayley Ave.  University Archives 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_001,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Temporary Powell Library,Towell Library  pg 22423 20% Ghost   20% Gh 150,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_002,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walk by Temporary Powell Library,Towell Library   ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_003,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walk by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_004,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Student walks by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_005,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walk by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_006,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walk by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_007,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walk by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_008,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Exterior view of Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_009,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walk by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_010,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,"Students walk, bike, and relax outside of Temporary Powell Library",Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_011,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Student walking up stairs in Temporary Powell Library,Towell Library UCLA Librarian 45 (2)  LOIPI4 #7,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_012,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,"Students walk, bike, and relax outside of Temporary Powell Library",Towell Library UCLA Librarian 45 (2),,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_013,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Interior view of Temporary Powell Library,Towell Library UCLA Librarian 45 (2) LOIPI4 #6,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_014,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students studying in Temporary Powell Library,Towell Library UCLA Librarian 45 (2)   ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_015,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students studying in Temporary Powell Library,Towell Library loI (New #8 101 pl. #8A.TIF  (LoI #8 OLD)   LOIP14 #8.TIF  P224 20% Ghost  20% Gh  133,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_016,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Student studying in Temporary Powell Library,Towell Library UCLA Librarian 45 (2)  LOIPI4 #5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_017,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Staff of Temporary Powell Library,Towell Library UCLA Librarian 45 (2)  LOIPI4 #4,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_018,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,"Students walking into Temporary Powell Library, November 6, 1992",Towell Library UCLA Librarian 45 (2)  LOIPI #1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_019,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students talking inside Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_020,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet of multiple shots of exterior view of Temporary Powell Library,"28  26 14, 16 25  35  8  Towell Library",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_021,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet exterior shots of Temporary Powell Library,8  11 13  22  20  Towell Library  3-15  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_022,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet exterior shots of Temporary Powell Library,34  13  8  18  6  4  29  10  Towell LIbrary,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_023,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet exterior shots of Temporary Powell Library,12  19  21  22  23  20  Towell Library 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_024,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet exterior shots of Temporary Powell Library,23 msprint   Towell Library 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_025,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet exterior shots of Temporary Powell Library,Towell Library  32,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_026,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet exterior shots of Temporary Powell Library,Towell Library  18,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_027,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet exterior shots of Temporary Powell Library,17-8 push ligh orn  3-15 dovice windows  Towell Library  7 8 14,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_028,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet of Temporary Powell Library interior,"Towell Library  darker proof of # 6   25,26  37  32 18",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_029,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Contact sheet of Temporary Powell Library interior,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_030,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,"Students walk, bike, and relax outside of Temporary Powell Library",Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_031,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,"Students walk, bike, and relax outside of Temporary Powell Library",Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_032,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students studying in Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_033,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,View of Inverted Fountain in the center of Franz Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_034,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students studying in Temporary Powell Library,Towell Library  LOIPI4 #8,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_035,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Interior view of Temporary Powell Library,Towell Library  pg 21 20% Ghost   20% Gh 133,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_036,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students outside Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_037,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,View of staff office in Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_038,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,View of Library staff member at desk in Temporary Powell Library with Janss Steps visible in background,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_039,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students studying in Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_041,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,View of staff office in Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_042,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students studying in Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_043,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walking by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_044,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students studying in Temporary Powell Library ,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_045,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walking by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_046,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walking by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_047,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walking by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_048,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walking near exit of Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_049,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walking near exit of Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_050,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Student walking up stairs in Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_051,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Library staff member returning books to shelves in Temporary Powell Library,Towell Library Vol 45 #2   LOIPI4 #3,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_052,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walking by Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_053,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students talking inside Temporary Powell Library,Towell Library UCLA Librarian 45 (2)  LOIPI4 #2,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_054,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,Students walking and relaxing outside of Temporary Powell Library,Towell Library,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1018_055,1018,Towell Library [Temporary Powell Library]  1992 Sep - ca.1996,"Students walk, bike, and relax outside of Temporary Powell Library","Towell Library  scanned 2007 Nov 19 300 dpi JPG 600 DPI TIF  ""TowellLibrary_ExteriorWithBicyclists""",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_001,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","Carbon copy of letter to Paul Rivas from the university librarian, Robert Vosper, regarding erection of sculpture in Theater Arts court, July 9, 1964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_002,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","Copy of letter to Paul Rivas from Chancellor Franklin D. Murphy regarding photographs of ""Tower of Masks"", June 26, 1964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_003,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","""Tower of Masks"" statue sculpted by Anna Mahler",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_004,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","""Tower of Masks"" statue scultped by Anna Mahler and photographed by Irvin Paik",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_005,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","""Tower of Masks"" statue scultped by Anna Mahler in Theater Arts court",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_006,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","""Tower of Masks"" statue scultped by Anna Mahler in Theater Arts court",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_007,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","""Tower of Masks"" statue scultped by Anna Mahler in Theater Arts court",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_008,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","""Tower of Masks"" statue scultped by Anna Mahler in Theater Arts court",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_009,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","""Tower of Masks"" statue scultped by Anna Mahler in Theater Arts court",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_010,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","""Tower of Masks"" statue scultped by Anna Mahler in Theater Arts court",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_011,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","Contact sheet with multiple shots of ""Tower of Masks"" statue scultped by Anna Mahler",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_012,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","Contact sheet with multiple shots of ""Tower of Masks"" statue scultped by Anna Mahler",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_013,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","Contact sheet with multiple shots of ""Tower of Masks"" statue scultped by Anna Mahler",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_014,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   1 of 3","Two views of ""Tower of Masks"" scultped by Anna Mahler",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_016,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   2 of 3","Various masks, sculpted by Anna Mahler",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_017,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   2 of 3",Contact sheet of various masks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1019_018,1019,"Tower of Masks     Anna Mahler, sculptor  Theater Arts Bldg Courtyard   2 of 3","Contact sheet with multiple shots of ""Tower of Masks"" statue scultped by Anna Mahler",,,,,,,,,,,,,,,,,,,,,,,,,,,,
